core.externalId,core.name,Parent: Policy,core.description,core.assetLifecycle,com.infa.ccgf.models.governance.URL,com.infa.ccgf.models.governance.Comments,com.infa.ccgf.models.governance.effectiveDate,com.infa.ccgf.models.governance.endDate,com.infa.ccgf.models.governance.Type,com.infa.odin.models.custom.ca_1986084855431728706,Stakeholder: Custom Role - Data Steward,Stakeholder: Governance Administrator,Stakeholder: Governance Owner,Stakeholder: Super Admin,Stakeholder: Bank_Details_Consumer,Stakeholder: Admin,Stakeholder: test super Stakeholder Role,Stakeholder: Bank_Details_Owner,Stakeholders Type,HierarchicalPath,Operation,core.createdOn,core.createdBy,core.modifiedOn,core.modifiedBy,core.identity,core.location,core.origin
POL-1,Policy-1,,,Published,,,2024-09-19,2024-09-19,Business Rule,,,infa_admin,,"","","","","",Assigned,Policy-1,Update,"Sep 19, 2024, 10:33:20 AM",infa_admin,"Sep 19, 2024, 10:33:20 AM",infa_admin,065712a0-557b-4d20-b31d-7e1982b685b5,CDGC://065712a0-557b-4d20-b31d-7e1982b685b5,CDGC
Instructor-policy-84,Data Classification Policy,,SAMPLE: Data must be classified and treated in line with its classification as appropriate,Published,,,,,Data Standards,,infa_data,infa_admin,,"","","","","",Assigned,Data Classification Policy,Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Mar 19, 2025, 05:44:56 AM",infa_admin,06f09923-5a19-42fe-a567-88e0188e31db,CDGC://06f09923-5a19-42fe-a567-88e0188e31db,CDGC
Instructor-policy-52,Location Related,Personal Data Involved Policy | Instructor-policy-33,SAMPLE: Location data (Examples: Geolocation),Published,,,,,Data Standards,,infa_data,infa_admin,,"","","","","",Assigned,Personal Data Involved Policy/Location Related,Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,10d85260-5c98-4478-bf04-c1e526bda1bb,CDGC://df55be59-ca57-414c-add9-c86ab10873a0/10d85260-5c98-4478-bf04-c1e526bda1bb,CDGC
Instructor-policy-76,Shareholders,Data Subject Type Policy | Instructor-policy-67,SAMPLE: Holders of Informatica shares,Published,,,,,Business Rule,,infa_data,infa_admin,,"","","","","",Assigned,Data Subject Type Policy/Shareholders,Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,125aa7d8-524d-4bb2-8cf1-9f11025796c2,CDGC://5c69eaa8-4052-4251-ba0d-924f6657d0d4/125aa7d8-524d-4bb2-8cf1-9f11025796c2,CDGC
Instructor-policy-73,"Family, Beneficiaries, and Dependents",Data Subject Type Policy | Instructor-policy-67,SAMPLE: Family members including beneficiaries and dependents,Published,,,,,Business Rule,,infa_data,infa_admin,,"","","","","",Assigned,"Data Subject Type Policy/Family, Beneficiaries, and Dependents",Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,13b6efbd-c047-4d22-ade1-572607ae75dd,CDGC://5c69eaa8-4052-4251-ba0d-924f6657d0d4/13b6efbd-c047-4d22-ade1-572607ae75dd,CDGC
Instructor-policy-65,Sexual orientation,Protected Classification Policy | Instructor-policy-57,"SAMPLE: Sexual orientation (Gender Identification, Sex, Sexual Orientation)",Published,,,,,Technical Standards,,infa_data,infa_admin,,"","","","","",Assigned,Protected Classification Policy/Sexual orientation,Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,166cc1c9-c8de-410a-b46b-e39d70c0baaa,CDGC://53d29c1a-7ba0-4dff-ba11-ca2baf804943/166cc1c9-c8de-410a-b46b-e39d70c0baaa,CDGC
Instructor-policy-115,DPIA - Not Required,DPIA Policies | Instructor-policy-113,SAMPLE: NO we do not require  DPIA in the process.,Published,,,,,Business Rule,,infa_data,infa_admin,,"","","","","",Assigned,PIA Policies/DPIA Policies/DPIA - Not Required,Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,18cedfc0-47d2-4ebf-b692-89bd68c194f1,CDGC://c63f93d9-200e-42de-84fa-89147048f501/0362199f-b102-461b-a2de-b31604a4ecd4/18cedfc0-47d2-4ebf-b692-89bd68c194f1,CDGC
Instructor-policy-144,At-Rest Encryption,Encryption | Instructor-policy-142,SAMPLE:  A method of protecting data by encoding while at rest,Published,,,,,Technical Standards,,infa_data,infa_admin,,"","","","","",Assigned,Security Measures Policy/Encryption/At-Rest Encryption,Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,1e80220e-1111-47c8-aa92-72acccf9c6de,CDGC://fe406c7a-5a05-42e1-bbf2-7d4e266102c9/ac45ab92-4c65-4b32-bbd0-f0961c2c41c3/1e80220e-1111-47c8-aa92-72acccf9c6de,CDGC
Instructor-policy-19,6.1 (e) Processing based on Public Interest,Legal basis for processing | Instructor-policy-14,SAMPLE: Legal basis for processing,Published,,,,,Business Rule,,infa_data,infa_admin,,"","","","","",Assigned,Lawfulness of Processing Personal Data/Legal basis for processing/6.1 (e) Processing based on Public Interest,Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,23ceea14-f2d5-4a6a-a18f-8c283c92ce29,CDGC://4d274d31-b001-4053-9f81-136557a0b3dc/3c526c42-5ff0-45f4-a127-e25ba4037630/23ceea14-f2d5-4a6a-a18f-8c283c92ce29,CDGC
Instructor-policy-62,Genetic data,Protected Classification Policy | Instructor-policy-57,SAMPLE: Genetic data (Likelihood of conditions based on DNA analysis),Published,,,,,Technical Standards,,infa_data,infa_admin,,"","","","","",Assigned,Protected Classification Policy/Genetic data,Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,2627a651-8469-4ae2-9743-a09b042a666b,CDGC://53d29c1a-7ba0-4dff-ba11-ca2baf804943/2627a651-8469-4ae2-9743-a09b042a666b,CDGC
Instructor-policy-74,General Public,Data Subject Type Policy | Instructor-policy-67,SAMPLE: The general public,Published,,,,,Business Rule,,infa_data,infa_admin,,"","","","","",Assigned,Data Subject Type Policy/General Public,Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,2c0caad6-29ca-4cc0-8a94-51a82e7c8a39,CDGC://5c69eaa8-4052-4251-ba0d-924f6657d0d4/2c0caad6-29ca-4cc0-8a94-51a82e7c8a39,CDGC
Instructor-policy-146,Symmetric key,Encryption | Instructor-policy-142,SAMPLE:  Uses the same keys  for encryption of plaintext and decryption of ciphertext,Published,,,,,Technical Standards,,infa_data,infa_admin,,"","","","","",Assigned,Security Measures Policy/Encryption/Symmetric key,Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,2ed4b911-7988-4379-8361-853f2d2527a0,CDGC://fe406c7a-5a05-42e1-bbf2-7d4e266102c9/ac45ab92-4c65-4b32-bbd0-f0961c2c41c3/2ed4b911-7988-4379-8361-853f2d2527a0,CDGC
Instructor-policy-78,Visitor (Online),Data Subject Type Policy | Instructor-policy-67,SAMPLE: Website visitors,Published,,,,,Business Rule,,infa_data,infa_admin,,"","","","","",Assigned,Data Subject Type Policy/Visitor (Online),Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,396e3a35-c4c7-422b-a0a2-4f1f13b5aa78,CDGC://5c69eaa8-4052-4251-ba0d-924f6657d0d4/396e3a35-c4c7-422b-a0a2-4f1f13b5aa78,CDGC
Instructor-policy-44,Family,Personal Data Involved Policy | Instructor-policy-33,SAMPLE: Family composition (Field examples: Marital Status),Published,,,,,Data Standards,,infa_data,infa_admin,,"","","","","",Assigned,Personal Data Involved Policy/Family,Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,48513ba9-1843-4359-a0d3-ad079a8548fb,CDGC://df55be59-ca57-414c-add9-c86ab10873a0/48513ba9-1843-4359-a0d3-ad079a8548fb,CDGC
Instructor-policy-77,Vendor Contact,Data Subject Type Policy | Instructor-policy-67,SAMPLE: Supplier or vendor contact,Published,,,,,Business Rule,,infa_data,infa_admin,,"","","","","",Assigned,Data Subject Type Policy/Vendor Contact,Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,49ed39b2-8ba0-4f4f-ab22-85e81e6a53de,CDGC://5c69eaa8-4052-4251-ba0d-924f6657d0d4/49ed39b2-8ba0-4f4f-ab22-85e81e6a53de,CDGC
Instructor-policy-45,Finance Related,Personal Data Involved Policy | Instructor-policy-33,"SAMPLE: Financial or banking data (Field examples: Credit Card #, Back Account #, Insurance Policy # etc.)",Published,,,,,Data Standards,,infa_data,infa_admin,,"","","","","",Assigned,Personal Data Involved Policy/Finance Related,Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,5674035c-25c1-4dad-a660-dd4b6361c4cb,CDGC://df55be59-ca57-414c-add9-c86ab10873a0/5674035c-25c1-4dad-a660-dd4b6361c4cb,CDGC
Instructor-policy-55,Recording,Personal Data Involved Policy | Instructor-policy-33,"SAMPLE: Photo, Video, and Recordings (Field examples: Audio Information, Visual Information, Thermal Information, Olfactory Information)",Published,,,,,Data Standards,,infa_data,infa_admin,,"","","","","",Assigned,Personal Data Involved Policy/Recording,Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,58ec3309-ebf2-4a7a-800c-331a096389be,CDGC://df55be59-ca57-414c-add9-c86ab10873a0/58ec3309-ebf2-4a7a-800c-331a096389be,CDGC
Instructor-policy-56,Union,Personal Data Involved Policy | Instructor-policy-33,SAMPLE: Trade Union Membership,Published,,,,,Data Standards,,infa_data,infa_admin,,"","","","","",Assigned,Personal Data Involved Policy/Union,Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,5e7a8afe-4999-42b6-9f0a-5eb307290a7f,CDGC://df55be59-ca57-414c-add9-c86ab10873a0/5e7a8afe-4999-42b6-9f0a-5eb307290a7f,CDGC
Instructor-policy-137,Retain until debt repaid,Retention Schedule Policy | Instructor-policy-120,SAMPLE: to pay the debt,Published,,,,,Technical Standards,,infa_data,infa_admin,,"","","","","",Assigned,Retention Schedule Policy/Retain until debt repaid,Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,605fa870-4ac1-45b8-a803-f93ff61aed84,CDGC://5859737c-b6b8-4429-abde-eb8aac5ee7cf/605fa870-4ac1-45b8-a803-f93ff61aed84,CDGC
Instructor-policy-41,Criminal,Personal Data Involved Policy | Instructor-policy-33,SAMPLE: Criminal offence data,Published,,,,,Data Standards,,infa_data,infa_admin,,"","","","","",Assigned,Personal Data Involved Policy/Criminal,Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,63d0206d-91a1-4862-a3a7-7e4809a3240a,CDGC://df55be59-ca57-414c-add9-c86ab10873a0/63d0206d-91a1-4862-a3a7-7e4809a3240a,CDGC
Instructor-policy-116,DPA Policies,DPIA Policies | Instructor-policy-113,SAMPLE: Data Processing Agreement (DPA) Policies,Published,,,,,Business Rule,,infa_data,infa_admin,,"","","","","",Assigned,PIA Policies/DPIA Policies/DPA Policies,Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,6cfb26aa-2081-47d9-ac33-ca33e36a9b04,CDGC://c63f93d9-200e-42de-84fa-89147048f501/0362199f-b102-461b-a2de-b31604a4ecd4/6cfb26aa-2081-47d9-ac33-ca33e36a9b04,CDGC
Instructor-policy-101,Transfer based on condition art. 49.2 AVG,Transfers of personal data to third countries or international organisations | Instructor-policy-96,SAMPLE: Transfers may be made based on condition art. 49.2 AVG,Published,,,,,Business Rule,,infa_data,infa_admin,,"","","","","",Assigned,Transfers of personal data to third countries or international organisations/Transfer based on condition art. 49.2 AVG,Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,7582d1fd-433e-4662-9a6b-63085ff1b532,CDGC://11baeca5-a758-4359-81a2-d36eb71d6d25/7582d1fd-433e-4662-9a6b-63085ff1b532,CDGC
POL-3,_john_Policy_Confidential,,,Published,,,,,Technical Standards,,,,,"","","","","",,_john_Policy_Confidential,Update,"Mar 11, 2025, 10:26:39 AM",abish,"Mar 11, 2025, 10:26:39 AM",abish,78ea4574-0d8e-497a-bac1-eb49658063e3,CDGC://78ea4574-0d8e-497a-bac1-eb49658063e3,CDGC
Instructor-policy-36,Behavior,Personal Data Involved Policy | Instructor-policy-33,"SAMPLE: Behavior and preferences (Field examples: Preferences, Behavior, Attitude, Intelligence, Abilities)",Published,,,,,Data Standards,,infa_data,infa_admin,,"","","","","",Assigned,Personal Data Involved Policy/Behavior,Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,7e8b458b-b65b-422c-ae18-d0d62338db30,CDGC://df55be59-ca57-414c-add9-c86ab10873a0/7e8b458b-b65b-422c-ae18-d0d62338db30,CDGC
Instructor-policy-102,Data Sharing Agreements (DSAs),Transfers of personal data to third countries or international organisations | Instructor-policy-96,SAMPLE: Data Sharing Agreements (DSAs),Published,,,,,Business Rule,,infa_data,infa_admin,,"","","","","",Assigned,Transfers of personal data to third countries or international organisations/Data Sharing Agreements (DSAs),Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,7f575d34-10d5-4f7d-b8f5-ff6d97ca90dd,CDGC://11baeca5-a758-4359-81a2-d36eb71d6d25/7f575d34-10d5-4f7d-b8f5-ff6d97ca90dd,CDGC
Instructor-policy-24,9.2(c) Vital Interests,Lawfulness of Processing Sensitive Personal Data | Instructor-policy-21,SAMPLE: processing is necessary to protect the vital interests of the data subject or of another natural person where the data subject is physically or legally incapable of giving consent;,Published,,,,,Business Rule,,infa_data,infa_admin,,"","","","","",Assigned,Lawfulness of Processing Personal Data/Lawfulness of Processing Sensitive Personal Data/9.2(c) Vital Interests,Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,89eb92ec-5440-4cfe-9c6d-f0817774634e,CDGC://4d274d31-b001-4053-9f81-136557a0b3dc/bb7e75f5-aebf-4769-9107-3e4fb543ee99/89eb92ec-5440-4cfe-9c6d-f0817774634e,CDGC
Instructor-policy-16,6.1 (b) Processing based on Contract,Legal basis for processing | Instructor-policy-14,SAMPLE: Legal basis for processing,Published,,,,,Business Rule,,infa_data,infa_admin,,"","","","","",Assigned,Lawfulness of Processing Personal Data/Legal basis for processing/6.1 (b) Processing based on Contract,Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,8aded580-c0a5-4acc-9053-a51e1c1ee614,CDGC://4d274d31-b001-4053-9f81-136557a0b3dc/3c526c42-5ff0-45f4-a127-e25ba4037630/8aded580-c0a5-4acc-9053-a51e1c1ee614,CDGC
Instructor-policy-53,Name Related,Personal Data Involved Policy | Instructor-policy-33,"SAMPLE: Name (Field examples; Real Name, Full Name, First Name, Last Name, Alias)",Published,,,,,Data Standards,,infa_data,infa_admin,,"","","","","",Assigned,Personal Data Involved Policy/Name Related,Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,8cc8bd0d-d5c5-437e-aee8-bed1da040fea,CDGC://df55be59-ca57-414c-add9-c86ab10873a0/8cc8bd0d-d5c5-437e-aee8-bed1da040fea,CDGC
Instructor-policy-105,IDTA Policies,Data Sharing Agreements (DSAs) | Instructor-policy-102,International Data Transfer Agreement for restricted data,Published,,,,,Business Rule,,infa_data,infa_admin,,"","","","","",Assigned,Transfers of personal data to third countries or international organisations/Data Sharing Agreements (DSAs)/IDTA Policies,Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,934a0f74-2b1a-48cd-9c83-dd9aabb5c169,CDGC://11baeca5-a758-4359-81a2-d36eb71d6d25/7f575d34-10d5-4f7d-b8f5-ff6d97ca90dd/934a0f74-2b1a-48cd-9c83-dd9aabb5c169,CDGC
Instructor-policy-157,Data Reduction or Minimization,Security Measures Policy | Instructor-policy-139,SAMPLE:  Limiting data collection to only what is required to fulfill a specific purpose,Published,,,,,Technical Standards,,infa_data,infa_admin,,"","","","","",Assigned,Security Measures Policy/Data Reduction or Minimization,Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,97a53d22-7e4f-45c0-85bf-da3ecdafcee1,CDGC://fe406c7a-5a05-42e1-bbf2-7d4e266102c9/97a53d22-7e4f-45c0-85bf-da3ecdafcee1,CDGC
Instructor-policy-30,9.2(i) Public Health,Lawfulness of Processing Sensitive Personal Data | Instructor-policy-21,"SAMPLE: Processing is necessary for reasons of public interest in the area of public health, such as protecting against serious cross-border threats to health or ensuring high standards of quality and safety of health care and of medicinal products or medical devices, on the basis of Union or Member State law which provides for suitable and specific measures to safeguard the rights and freedoms of the data subject, in particular professional secrecy;",Published,,,,,Business Rule,,infa_data,infa_admin,,"","","","","",Assigned,Lawfulness of Processing Personal Data/Lawfulness of Processing Sensitive Personal Data/9.2(i) Public Health,Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,9dc98505-52eb-4e31-8f85-a4f63e4c42ce,CDGC://4d274d31-b001-4053-9f81-136557a0b3dc/bb7e75f5-aebf-4769-9107-3e4fb543ee99/9dc98505-52eb-4e31-8f85-a4f63e4c42ce,CDGC
Instructor-policy-148,Pseudonymization,Security Measures Policy | Instructor-policy-139,"SAMPLE:  A reversible de-identification procedure by which personally identifiable information fields within a data record are replaced by one or more artificial identifiers, or pseudonyms",Published,,,,,Technical Standards,,infa_data,infa_admin,,"","","","","",Assigned,Security Measures Policy/Pseudonymization,Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,ab18fa01-21da-4a59-aff6-b56fd11ff202,CDGC://fe406c7a-5a05-42e1-bbf2-7d4e266102c9/ab18fa01-21da-4a59-aff6-b56fd11ff202,CDGC
Instructor-policy-79,Visitor (On Premises),Data Subject Type Policy | Instructor-policy-67,SAMPLE: On premises visitors,Published,,,,,Business Rule,,infa_data,infa_admin,,"","","","","",Assigned,Data Subject Type Policy/Visitor (On Premises),Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,b897823f-5c0d-4c7f-8897-8861a213a573,CDGC://5c69eaa8-4052-4251-ba0d-924f6657d0d4/b897823f-5c0d-4c7f-8897-8861a213a573,CDGC
Instructor-policy-98,Transfer on the basis of appropriate safeguards,Transfers of personal data to third countries or international organisations | Instructor-policy-96,SAMPLE: Transfers may be made on the basis of appropriate safeguards,Published,,,,,Business Rule,,infa_data,infa_admin,,"","","","","",Assigned,Transfers of personal data to third countries or international organisations/Transfer on the basis of appropriate safeguards,Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,c01d2ebe-4c8a-4522-b3af-a448e545f037,CDGC://11baeca5-a758-4359-81a2-d36eb71d6d25/c01d2ebe-4c8a-4522-b3af-a448e545f037,CDGC
Instructor-policy-35,Age Related,Personal Data Involved Policy | Instructor-policy-33,"SAMPLE: Age or DOB (Field examples: Age, Date of Birth)",Published,,,,,Data Standards,,infa_data,infa_admin,,"","","","","",Assigned,Personal Data Involved Policy/Age Related,Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,c4395cd3-a107-410e-a709-0accebf745fd,CDGC://df55be59-ca57-414c-add9-c86ab10873a0/c4395cd3-a107-410e-a709-0accebf745fd,CDGC
Instructor-policy-23,9.2(b) Employment & Social Security,Lawfulness of Processing Sensitive Personal Data | Instructor-policy-21,SAMPLE: Processing is necessary for the purposes of carrying out the obligations and exercising specific rights of the controller or of the data subject in the field of employment and social security and social protection law in so far as it is authorized by Union or Member State law or a collective agreement pursuant to Member State law providing for appropriate safeguards for the fundamental rights and the interests of the data subject;,Published,,,,,Business Rule,,infa_data,infa_admin,,"","","","","",Assigned,Lawfulness of Processing Personal Data/Lawfulness of Processing Sensitive Personal Data/9.2(b) Employment & Social Security,Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,c99f4588-282e-40c3-b022-70bdda68e045,CDGC://4d274d31-b001-4053-9f81-136557a0b3dc/bb7e75f5-aebf-4769-9107-3e4fb543ee99/c99f4588-282e-40c3-b022-70bdda68e045,CDGC
Instructor-policy-91,Public Data,Data Classification Policy | Instructor-policy-84,SAMPLE: Data classified as public may be seen by any and all members of the public  (Ie:  operating hours for locations),Published,,,,,Data Standards,,infa_data,infa_admin,,"","","","","",Assigned,Data Classification Policy/Public Data,Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,c9b7b093-a290-4e98-99ad-deba0ed85b1e,CDGC://06f09923-5a19-42fe-a567-88e0188e31db/c9b7b093-a290-4e98-99ad-deba0ed85b1e,CDGC
Instructor-policy-136,Retain for 100 days after creation,Retention Schedule Policy | Instructor-policy-120,SAMPLE: 100 days after the creation,Published,,,,,Technical Standards,,infa_data,infa_admin,,"","","","","",Assigned,Retention Schedule Policy/Retain for 100 days after creation,Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,cb8cc00c-9af1-4c9f-9ac5-8bcb639b0295,CDGC://5859737c-b6b8-4429-abde-eb8aac5ee7cf/cb8cc00c-9af1-4c9f-9ac5-8bcb639b0295,CDGC
Instructor-policy-68,Customer Contact,Data Subject Type Policy | Instructor-policy-67,SAMPLE: Existing customer contact,Published,,,,,Business Rule,,infa_data,infa_admin,,"","","","","",Assigned,Data Subject Type Policy/Customer Contact,Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,d90719c4-a049-42bf-b4dd-4b4ac8a92ee6,CDGC://5c69eaa8-4052-4251-ba0d-924f6657d0d4/d90719c4-a049-42bf-b4dd-4b4ac8a92ee6,CDGC
Instructor-policy-71,Employee (Prospective),Data Subject Type Policy | Instructor-policy-67,SAMPLE: Prospective employee,Published,,,,,Business Rule,,infa_data,infa_admin,,"","","","","",Assigned,Data Subject Type Policy/Employee (Prospective),Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,e1d9b572-748f-4db2-9d26-e2adf86e3584,CDGC://5c69eaa8-4052-4251-ba0d-924f6657d0d4/e1d9b572-748f-4db2-9d26-e2adf86e3584,CDGC
Instructor-policy-95,NO - Not ok to Delete,Right to Erasure Policies | Instructor-policy-93,SAMPLE: NO - Not ok to Delete individual subject's data on request,Published,,,,,Business Rule,,infa_data,infa_admin,,"","","","","",Assigned,Right to Erasure Policies/NO - Not ok to Delete,Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,f1cf7504-1855-4d4b-a1f6-d13fd81a74ab,CDGC://b6e94052-b1c7-4b6e-b2c9-8324d1c83b7c/f1cf7504-1855-4d4b-a1f6-d13fd81a74ab,CDGC
Instructor-policy-139,Security Measures Policy,,SAMPLE: Data must be handled in way that is consistent with security measures policy,Published,,,,,Technical Standards,,infa_data,infa_admin,,"","","","","",Assigned,Security Measures Policy,Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,fe406c7a-5a05-42e1-bbf2-7d4e266102c9,CDGC://fe406c7a-5a05-42e1-bbf2-7d4e266102c9,CDGC
Instructor-policy-69,Customer Lead,Data Subject Type Policy | Instructor-policy-67,SAMPLE: Prospective customer lead contacts,Published,,,,,Business Rule,,infa_data,infa_admin,,"","","","","",Assigned,Data Subject Type Policy/Customer Lead,Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,0324e718-4c30-403d-ad0a-5ebaccc63fee,CDGC://5c69eaa8-4052-4251-ba0d-924f6657d0d4/0324e718-4c30-403d-ad0a-5ebaccc63fee,CDGC
Instructor-policy-113,DPIA Policies,PIA Policies | Instructor-policy-110,SAMPLE: Data Protection Impact Assessment (DPIA) Policies,Published,,,,,Business Rule,,infa_data,infa_admin,,"","","","","",Assigned,PIA Policies/DPIA Policies,Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,0362199f-b102-461b-a2de-b31604a4ecd4,CDGC://c63f93d9-200e-42de-84fa-89147048f501/0362199f-b102-461b-a2de-b31604a4ecd4,CDGC
Instructor-policy-96,Transfers of personal data to third countries or international organisations,,SAMPLE: Policy for the transfer of personal data to third countries or international organisations,Published,,,,,Business Rule,,infa_data,infa_admin,,"","","","","",Assigned,Transfers of personal data to third countries or international organisations,Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,11baeca5-a758-4359-81a2-d36eb71d6d25,CDGC://11baeca5-a758-4359-81a2-d36eb71d6d25,CDGC
Instructor-policy-40,Personal Contact Information,Personal Data Involved Policy | Instructor-policy-33,"SAMPLE: Contact information (Field examples: Postal address, Email Address, Telephone)",Published,,,,,Data Standards,,infa_data,infa_admin,,"","","","","",Assigned,Personal Data Involved Policy/Personal Contact Information,Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,3743f149-6da2-4ea4-b4c1-ff31c463ff1f,CDGC://df55be59-ca57-414c-add9-c86ab10873a0/3743f149-6da2-4ea4-b4c1-ff31c463ff1f,CDGC
Instructor-policy-88,Restricted Data,Data Classification Policy | Instructor-policy-84,SAMPLE: Data classified as restricted must be treated with the utmost care with all plausible safeguards in place,Published,,,,,Data Standards,,infa_data,infa_admin,,"","","","","",Assigned,Data Classification Policy/Restricted Data,Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,463d088b-c7e2-4bcb-be41-9f5b394dd172,CDGC://06f09923-5a19-42fe-a567-88e0188e31db/463d088b-c7e2-4bcb-be41-9f5b394dd172,CDGC
Instructor-policy-87,Personal Data,Data Classification Policy | Instructor-policy-84,SAMPLE: Data classified as Personal Data must be treated as confidential data; as well as processed and handled in line with privacy regulations such as GDPR and CCPA,Published,,,,,Data Standards,,infa_data,infa_admin,,"","","","","",Assigned,Data Classification Policy/Personal Data,Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,49998f9e-7c76-404f-a85c-fd4280e1ba55,CDGC://06f09923-5a19-42fe-a567-88e0188e31db/49998f9e-7c76-404f-a85c-fd4280e1ba55,CDGC
Instructor-policy-80,Data Usage Policy,,SAMPLE: Potential high risk data usage could be,Published,,,,,Data Standards,,infa_data,infa_admin,,"","","","","",Assigned,Data Usage Policy,Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Mar 19, 2025, 05:43:54 AM",infa_admin,4a3eebb2-07b1-4fb7-833c-17003f671333,CDGC://4a3eebb2-07b1-4fb7-833c-17003f671333,CDGC
